CEH,5
CISSP,4
GCIH,3
AWS,2
AZ-900,2
AZURE,2
CMMC,2
CSF,2
DFARS,2
GCP,2
GCTI,2
GDPR,2
GIAC,2
GSEC,2
ISO,2
NIST,2
Security+,2
CASP,1
CCAK,1
CCNA,1
CCSK,1
CISA,1
CISM,1
CompTIA,1
CySa+,1
ETC,1
GPEN,1
ITIL,1
Linux+,1
Net+,1
PCI,1
QSA,1
SAN,1
SANS,1
SIEM,1
SSCP,1
